X1	A_1_1	A_1_10	A_1_11	A_1_12	A_1_13	A_1_14	A_1_15	A_1_16	A_1_17	A_1_18	A_1_19	A_1_2	A_1_20	A_1_21	A_1_22	A_1_23	A_1_24	A_1_25	A_1_26	A_1_27	A_1_28	A_1_29	A_1_3	A_1_30	A_1_31	A_1_32	A_1_33	A_1_34	A_1_35	A_1_36	A_1_37	A_1_38	A_1_39	A_1_4	A_1_40	A_1_41	A_1_42	A_1_43	A_1_44	A_1_45	A_1_46	A_1_47	A_1_48	A_1_49	A_1_5	A_1_6	A_1_7	A_1_8	A_1_9
sp|O00139|KIF2A_HUMAN	5494.001	7798.99	4284.05	NA	9950.992	NA	NA	NA	6805.983	7438.999	NA	NA	NA	NA	NA	NA	NA	5507.015	6752.004	9524.96	2312.005	6917	5119.003	2865.987	5208.003	3265.03	4483.027	7388.005	7224.998	1202.011	NA	9211	2801.01	NA	NA	NA	NA	NA	2310.003	NA	6867.01	NA	NA	8067.01	2107.993	9439.01	NA	5200.022	5025.991
sp|O00148|DX39A_HUMAN	3257.981	NA	2738.01	2994.002	4583.008	4052.973	NA	4725.98	NA	4446.98	3035.011	NA	NA	2959.014	2657.019	2164.002	2486.995	3014.988	4454.02	4604.986	3032.984	4021.007	3908.001	5249.989	2046.996	3332.019	NA	3616.992	4934.989	2816.997	2963.989	NA	3384.997	5855.017	2584.994	4160.009	2741.98	3730.999	2144.989	4101.02	3970.991	2304.024	4110.992	NA	4932.986	3980.033	2568.009	2755.995	3267.968
sp|O00151|PDLI1_HUMAN	23094.021	31566.05	23992	31023.994	47250.09	22702.035	14048.028	20560.984	13409.971	30101.031	19168.999	7637.0011	NA	7883.978	NA	NA	1610.991	63232.87	44492.94	53591.09	24158.01	41364.953	52632.99	3722.013	72513.99	19710.087	11902.944	24614.956	45256.03	13890.968	23378.976	62160.81	48384.05	29185.047	31582.076	23906.989	19531.031	33830.94	26229.933	18026.991	35371.042	21810.021	47223.07	23343.95	19106.059	36164.02	32658.1	28964.971	21681.948
sp|O00154|BACH_HUMAN	NA	NA	3501.004	NA	4090.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1563.005	NA	NA	4771.986	4881.993	NA	9354.979	NA	6918.006	NA	11253.057	8159.954	2881.999	13090.024	NA	6157.018	NA	3761.97	11795.998	6361.986	4161.006	4680.001	NA	3842.011	NA	13559.992	18166.966	NA	11038.971	NA	2992.001	NA	NA	NA
sp|O00159|MYO1C_HUMAN	55082.99	180584.991	91343.002	56282.955	60895.085	52499.892	69856.034	54517.887	99446.809	104157.98	56619.967	13003.0707	57821.143	67201.954	28256.0454	43828.064	55843.029	81676.726	112495.816	81358.967	10050.016	86200.012	118023.118	72894.964	175428.792	7578.003	93190.963	82431.031	230437.99	21437.025	79701.979	110481.069	93386.947	151074.92	100635.176	20575.903	93002.009	120184.843	82524.142	48524.955	107720.186	115714.919	148964.084	24961.974	54505.07	126265.001	111306.92	68823.922	90556.953
sp|O00160|MYO1F_HUMAN	838.9998	14324.996	4346.019	1622.982	7879.9862	1878.988	8944.005	8171.9986	1080.0105	9552.0258	4050.0012	2525.002	NA	85534.0905	810.9977	1955.9894	689.998	1191.001	5999.99	9956.963	NA	4668.0265	19507.989	NA	22947.999	13571.031	8614.988	2008.001	909.002	NA	6549.9828	10990.978	1293.012	7929.0127	5562.02	7963.975	NA	8077.016	1302.005	1170.9949	8850.002	1713.005	5906.985	13281.04	1532.018	11167.98	7876.971	8512.983	NA
sp|O00161|SNP23_HUMAN	676681.1	1171921.7	3717488.8	2703435.7	2382863.2	3176350.9	3056202.4	2164244.7	4121428.2	2465307	1917678.5	2192675.6	1741496.6	1751491	1423597.97	2012596.1	1848496.8	4710031.7	2740915	3850599.8	2067539.6	3178772.8	3522234.1	1942619.96	4761355	1920568.1	3118164	2290796.3	3555533	986521.1	3196270.8	4173690	3638616.8	2924775.3	2933067.3	2826388.2	2813625.9	2798046.2	2900363	2169626.3	2562236.7	3497581.3	3353821.8	3463161.2	1666187.1	1686761.5	3023555.6	2694324.7	3019889.1
sp|O00165|HAX1_HUMAN	54452.04	101866.06	53963.056	46396.894	56145.99	56578.007	41169.867	45143.08	40329.104	67918.963	25002.013	32481.023	12005.018	30841.08	17084.943	14272.974	18754.944	70815.03	82184.93	81404.06	48702.012	74943.97	91426.91	40367.025	162148.94	63460.209	85534.093	61332.858	94026.94	35777.01	37627.946	109168.04	78808.86	72665.015	63573.985	57701.112	43383.001	74346.004	43961.008	45142.022	62111.98	68461.02	86141.02	78885.98	40693.035	63478.03	56208.932	69231.02	53841.908
sp|O00170|AIP_HUMAN	91410.11	179540.78	111992.07	116152.19	133957.99	168404.12	85463.947	109348.97	117927.92	108010.89	71590.09	59710.222	32990.019	71737.988	43642.96	34143.956	60705.854	118444.96	172876.13	144485.79	95296.89	132905.92	162427.02	65605.019	254913.74	187252.16	179845.15	85300.797	123124.82	85564.08	81348	166620.82	121546.82	130767.09	91518.02	114207.11	81771.93	130544.93	101330.81	68771.07	125704	118486.77	128786.84	138849.7	75238.112	116550.79	93676.95	125426.84	101777.03
sp|O00178|GTPB1_HUMAN	101425.66	210785.99	187490.11	80495.09	151301.15	129493.94	100042.12	83168.93	165877.16	109562.03	133222.89	47182.048	60127.06	68939.06	55316.99	87099.94	88602.97	148640.03	188198.25	164583.77	66488.12	126538.07	190414.83	163024.23	285031.53	167056.05	100210.16	107396.08	210283.32	63800.04	139461.01	183889.12	122980.23	150687.86	93879.09	163506.05	72850.04	188599.74	123840.06	101536.99	154237.91	157789.86	138524.75	239727.67	51962.021	111736.87	75679.81	129561.19	82010.06
sp|O00182|LEG9_HUMAN	6873.963	529428.732	764243.59	354340.5	335629.72	381027.33	416622.807	196001.03	355996.87	323153.06	199640.38	250253.62	191669.31	131249.04	285710.4	259910.64	293688.12	612216.93	439423.02	576195.16	472155.49	564884.7	347868.144	752085.89	653685.3	335133.02	897229.52	302543.307	642910.68	345392.71	417296.7	358918.02	506893.31	375861.021	467362.98	345609.486	450502.56	444108.04	570272.64	364728.66	382368.73	427109.31	528137.99	721458.8	355056.66	366039.9833	289991.0099	414912.15	493454.27
sp|O00186|STXB3_HUMAN	573375.7	1322729.6	1101066.5	1015332.1	987586.4	859467.3	1170120.6	966762	959640.7	1257440.2	732288.8	574939.37	542433.72	866267.9	424352.92	543454.86	667690.08	1614560.6	1018136.1	1449155	717256.81	1465112.1	1073223.4	754363.8	1795515.9	759929.3	1161845.9	718222.08	1249901.4	324209.76	732842.4	1482908.5	1262218.7	1287707	1342017.7	1143654.3	757611.1	1277997.2	1001288.9	835953.8	1180585.9	1084232.7	1613776.8	1603488.9	701378.71	1234896.7	1243724.5	949891	940413.4
sp|O00189|AP4M1_HUMAN	197796.03	178570.093	250826.09	269526.38	297671.99	281530.98	115503.9	133013.03	303535.28	351879.83	226660.02	84522.08	116051.177	202321.99	67472.971	161939.84	163579.924	577740.8	457994.1	418942.13	190772.961	427230.36	608290.23	92992.028	578960.23	128394.193	312329.88	179608.174	355277.91	123161.95	224119.628	464269.8	555658.04	380118	276000.98	442322.82	230674.53	381600.74	314312.73	186839.117	288068.18	565042.6	439008.43	405169.63	127488.919	322231.28	272883.22	395142.64	253366.005
sp|O00193|SMAP_HUMAN	139341.204	193132.93	189341.94	159519.95	151596.2	160161.04	174999.59	132204.73	146853.12	173845.49	54838.13	127037.68	44472.98	56893.99	31471.002	39697.049	46601.051	246666.56	186216.1	224289.96	129293.05	239054.08	196796.04	101022.829	220856.95	115505.84	143365.13	128717.66	204243.15	98793.23	128209.93	197847.28	209624.08	230962.08	183615.77	172260.2	142607.04	170082.95	158730.78	118191.06	205212.05	173452.38	236853.09	228602.86	85868.9727	160863.1	158329.87	164701.92	159454.65
sp|O00194|RB27B_HUMAN	1224.9967	4958.956	3520.9824	1755.0012	2495.998	1931.993	1614.001	NA	NA	NA	NA	1907.991	NA	2521.972	NA	NA	NA	5701.009	4980.995	NA	1882.007	3686.035	3303.013	NA	7612.012	7799.026	13543.045	NA	NA	1828.985	3183.987	3332.006	1427.995	3497.0227	5354.017	2861.013	NA	2545.008	1295.988	1600.991	3899.001	NA	3832.009	NA	NA	3775.011	NA	NA	3061.995
sp|O00203|AP3B1_HUMAN	40768.011	62071.854	39511.935	39882.02	44253.947	22118.02	19015.013	29028.028	28695.064	75382.061	24429.971	22453.921	18868.958	19682.941	19207.037	13772.936	15707.018	38556.936	82793.16	106608.8	16273.028	88933.89	104038.08	10656.036	114516.07	36904.882	94688.056	42126.996	82103.96	15084.014	21240.026	76710.87	75607.947	32081.021	28893.999	18337.956	23061.929	84418.887	37569.026	24960.968	70061.168	48925.993	95423.98	42820.98	23715.076	28393.114	54000.117	89500.154	25016.9495
sp|O00213|APBB1_HUMAN	1063.002	NA	1679.9921	2936.002	2987.009	3271.013	4308.971	2230.978	NA	1717.015	2019.994	2752.007	440.0014	2403.0107	1307.001	NA	1646.001	3469.002	NA	3467.02	2752.022	6507.969	1705.984	2729.993	2814.01	2927.998	3713.997	NA	2416.004	NA	582.0068	3065.996	2138.013	2790.012	3946.0076	1470.9989	NA	NA	1281.995	1745.0103	6038.019	NA	4282.014	1726.006	1954.0066	4639.0078	NA	NA	NA
sp|O00217|NDUS8_HUMAN	7455.02	NA	11690.981	4054	3876.026	7226.981	5091.994	6001.006	9288.999	4965.974	6202.018	NA	3324.003	3339.002	1981.004	2272.999	4318.997	4024.02	15614.991	16766.023	3833.008	11923.032	13719.953	2712.983	17466.034	10998.992	8127.989	NA	16311.014	5928.996	4437.024	17875.939	14785.988	14786.99	4405.993	10951.997	7373.973	6521.987	9112.031	3752.005	16048.027	17790.02	6217.025	14461.99	3003.985	NA	11472.955	14231.973	9246.017
sp|O00221|IKBE_HUMAN	748120.88	1164620.2	730363.73	906606.8	963052.3	854251.62	759810.11	890346.4	895547.2	1135773.4	630554.6	500867.09	412755.81	602774.5	366175.27	554180.96	486428.06	1564098	1260331.2	1300731.7	582704.26	1122190.5	1191167.1	522774.16	1377824.6	557745.24	791894.1	842859.25	986555.1	401276.9	618172.36	1375064.3	1351801	1107137.3	726697.96	979880.2	614205.53	917141	877120.57	537560.74	1170996.6	1087373.7	1177709.2	1131797.4	546547.27	917465.1	1051308.9	997748.4	720952.49
sp|O00231|PSD11_HUMAN	36712.974	27684.011	35489.948	49308	54910.91	42099	NA	39115.073	16623.891	36083.007	22291.969	NA	16729.036	31916.021	20571.994	16657.951	29090.976	39851.915	67296.01	42496.876	23531.029	33736.113	73672.92	25942.966	65679.97	57297.02	38292.974	18648.964	38015.975	19903.949	27746.08	45467.03	28633.021	48460.979	31017.027	26349.025	28642.026	43626.019	25742.054	34347.106	41411.819	33227.952	45343.927	32668.023	21459.956	44985.9	32110.994	54024.96	27457.96
sp|O00232|PSD12_HUMAN	111957.04	180086.29	189339.01	95328.98	103538.96	146466	136490.11	136723.89	170549.98	157344.09	89473.9	118603.07	88768.97	120136.03	86451.94	89913.14	63829	300312.6	295044	258022.84	125054.1	139467.32	328114.09	172382.98	309339.7	29491.952	203981.82	209344.81	185496.91	68795.04	133824.14	316937.62	241651.38	185750.03	220003.4	190544.7	143658.91	149109.38	191831.23	148276.89	205581.2	208988.97	234754.21	388437.8	148928.24	203880.89	111328.16	161359.16	152839.11
sp|O00233|PSMD9_HUMAN	451614.27	941676.7	410137.7	471705.1	391168.36	414398.9	462970.4	376039.16	454959.37	476909.8	365675.09	344485.07	228154.26	315985.65	89925.157	264929.32	212339.11	873175.1	814804.9	794658.4	241048.06	730328.8	868767.4	144406.13	1328213.7	284966.78	712848.38	602621.7	759171.2	183152.72	372554.1	903084.1	879183.3	717680.9	361299.82	693638.7	368894.99	576435.09	599125.5	358906.42	705950.7	840165.5	808004.86	822230.9	190046.94	580310.6	537522.8	597629.7	342843.22
sp|O00244|ATOX1_HUMAN	NA	NA	NA	NA	NA	NA	1659	NA	NA	NA	1100.0006	NA	NA	1373.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1377.9934	NA	NA	NA	NA	NA	NA	NA	1944.004	NA	NA	NA	NA	1281.008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00255|MEN1_HUMAN	6970.01	8672.973	2778.98	1969.989	3778.9941	10482.023	NA	1513.989	1878.016	5858.007	3384.997	2049.002	835.9889	2333.975	578.9986	1009.9999	NA	5272.99	3152	9243.035	NA	3353.017	6930.981	NA	9372.983	1993.999	3047.995	4766.002	1468.007	1697.001	NA	8908.003	2936.028	6601.017	3350.996	3126.012	1662.008	4118.986	2011.991	2166.979	7558.994	3635.975	4842.014	8841.963	NA	4149	2891.989	4266.04	3519.965
sp|O00257|CBX4_HUMAN	261134.88	806074.13	224527.95	419061.15	43018.06	279504.68	442439.05	48654.097	552326.28	115333.96	53623.07	261017.4	49420.03	83842.7	40163.88	95099	66243.87	385604.3	123994.06	721508.14	102754.1	907869.88	436554.3	176091.65	153365.53	124522.83	277793.74	415110.32	664209.65	124276.21	123144.95	519120.04	120882.06	51837.913	124423.31	299512.24	203329.52	143269.8	219652.78	196901.88	374897.05	219491.2	162084.8223	451969	340306.28	370594.66	152845.16	38041.01	525503.11
sp|O00264|PGRC1_HUMAN	159151.73	21022.045	20552.012	NA	188230.67	15968.023	1917.993	1661.993	1360.993	9611.029	9265.977	1860	3689.024	8808.982	24750.01	1880.985	18816.985	18380.968	2687.013	15707.98	59500.95	43655.96	NA	33269.023	26818.895	16631.988	3502.0112	18242.962	26215.018	3743.001	23058.091	1494.028	8170.019	10892.993	27639.932	11996.021	52153.16	12657.987	34070.046	25482.033	4830.031	NA	91202.12	4432.016	10550.021	26946.99	26221.012	1073.995	18544.973
sp|O00267|SPT5H_HUMAN	104470.97	31021.967	54107.03	24986.909	8602.994	291310.6	366203.53	NA	48895.88	34575.999	53895.96	34063.043	21775.062	8069.0234	114773.17	NA	2620.995	170457.11	10580.045	124618.07	22556.032	135906.1	79742.8	23194.945	37900.866	116487	87980.12	54636.12	45684.934	13251.995	8910.0107	42021.003	81993.93	44271.01	54343.038	63043.058	21676.012	36919.963	73099.002	33872.051	65583.03	171498.14	126059.88	69536.91	25440.968	9697.034	35787.065	34743.927	42500.024
sp|O00268|TAF4_HUMAN	199068.94	304433.19	235511.87	198255.2	219939.27	206714.95	193886.24	186962.02	186089.3	233403.1	173450.85	113523.02	112134.01	150595.16	110734.08	100984.11	127312.9	289475.58	269804.93	293887.12	132995.91	296297.02	281292.8	173811.8	465861	244622.71	355470.42	200013.06	237291.06	123993.94	159207.1	306301.94	288775.97	246132.56	212887.87	240783.19	139820.08	288394.95	194514.1	144578.15	295221.84	256561.85	303696.67	310271.74	124268.77	218158.73	196725.91	258418.23	170980.23
sp|O00273|DFFA_HUMAN	32066.84	68834.01	24701.01	69434.9142	36286.98	15976.98	84817.13	62564.05	59017.81	70693.179	55875.947	26389.008	46935.882	49683.933	3534.016	19031.96	8298.984	82292	88224.12	76022.01	5567.006	69304.042	92454.09	7940.966	84674.02	56129.96	58123.16	42291.85	48420.93	24779.1	29972.93	86939.11	36981.999	58972.09	34120.147	49524.03	10232.98	82196.892	38226.02	29358.112	64102.979	64153.974	82392.867	38779.98	11642.984	40070.064	29544.944	43411.924	27771
sp|O00287|RFXAP_HUMAN	86691.943	110370.99	60827.92	70635.9	56424.845	114531.17	67240.937	57511.062	57780.913	73284.138	71223.998	45443.057	30273.124	55293.036	39990.993	32071.046	48063.886	82063.85	105531.08	84958.827	46951.037	73271.09	85288.1	51386.91	111757.98	102832.09	118510.1	59921.07	76006.164	52787.158	52273.004	93483.03	77190.047	81536.03	59365.126	74269.88	46353.138	108936.805	47701.907	53085.985	81109.21	69934.99	90237.028	86662.121	44818.135	64651.099	76396.045	76190.987	60717.064
sp|O00291|HIP1_HUMAN	318781.94	470957.44	232415.07	224651.03	255766.89	269289.94	164386.05	232695	205689.86	284267.64	256012.73	116929.78	100356	225733.03	94808	111961.87	166183.16	349635.91	405898.61	331575.13	161094.57	334758.86	434123.28	136850.82	466078.12	428121.22	441566.01	114876.03	313851.97	221253.84	205643.45	376420.27	340075.09	290772.14	182475.24	301179.22	154269.06	361300.82	218604.08	184612.81	337864.25	263123.25	293796.01	290034.49	137224.06	320837.39	284222.06	275052.51	175197.38
sp|O00299|CLIC1_HUMAN	NA	9228.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11213.022	NA	NA	NA	NA	NA	58582.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	149712.06	NA	13609	NA	NA	115259.204	NA	NA	NA	NA	NA	215619.07	NA	NA	NA	NA	NA
sp|O00303|EIF3F_HUMAN	19330.033	37389.96	39897.871	46247.08	39038.03	16720.009	14024.983	15693.015	31215.945	57094.98	30698.012	8007.943	15848.979	29236.001	14955.99	19273.976	28380.888	32772.928	55363.959	39992.988	41497.975	49323.984	70577.1	22702.035	70576.87	55580.998	91676.932	23403.024	52800.91	30284.052	21977.976	59999.034	35693.005	42575.982	44560.009	39404.053	23815.973	55791.02	22807.973	22863	32238.944	13914.997	53684.983	52335.035	18208.006	20831.968	43872.036	47336.968	25562.95
sp|O00308|WWP2_HUMAN	261778.3	403655.24	310712.2	365013.77	178007.31	338446.68	331419.44	235819.05	160480.04	334655.87	283083.94	274653.33	133520.1	471056.39	146514.97	119835.14	237402.29	436109.16	323390.11	226935.3	241150.09	328405.95	416258.65	196501.77	278260.65	406240.01	727459.5	215386.72	364877.85	454541.29	170796.07	342621.63	417612.96	416910.85	308431.88	448999.5	191878.88	400979.5	179050.08	403566.13	174906.21	266077.01	422806.31	314010.07	337995.98	302200.77	428027.45	378804.59	150792.83
sp|O00329|PK3CD_HUMAN	NA	4361.955	3586.013	4186.971	5938.003	NA	2575	4352.017	1529.001	4003.999	1770.002	2443.015	1608.992	2323.9981	1360.0027	1486.0012	1927.008	4730.022	3105.99	2416.997	1929.993	2932	3457.992	2208.004	4640.031	2762.008	1606.993	2931.007	3454.979	1470.02	2356.002	5259.997	3404.999	3795.948	2704.027	2525.999	2099.991	5759.999	1975.991	1837.016	3406.993	2393.989	4403.998	3326.979	2148.995	3726.986	4246.995	2202.983	4591.982
sp|O00330|ODPX_HUMAN	240808.8	461862	218957.71	299609.42	262459.91	281328.93	197404.215	192942.23	305780.29	365710.93	104626.113	139943.99	48614.08	98363.96	62509.138	57236.85	74596.8	295048.7	543927.6	544255.5	131611.87	334802.1	424933.8	95612.939	487652.9	233610.65	277311.3	417394.5	436705.4	63107.049	155980.05	376711.2	272520.8	261966.9	219738.74	255835.1	152487.02	270227.5	219340.89	148637.46	326121.4	251042.3	375838.514	467051.1	119700.1	231979.8	267863.502	282926.1	180147.82
sp|O00399|DCTN6_HUMAN	NA	27908.058	23705.995	5599.0212	9874.9867	18378.91	11212.984	3280.014	NA	8592.031	NA	8451.975	2970.9983	NA	13284.003	NA	6194.01	1713.999	6071.0336	6003.027	3201.01	19587.987	NA	43723.967	14560.9996	3042.025	4250.998	36963.078	16343.9892	7096.005	8407.979	6544.012	7962.064	7759.973	16606.997	19043.015	8737.002	3900.9935	19207.937	13461.0772	9399.979	5504.017	26933.078	41457.888	9848.001	12959.989	3205.009	888.9995	13749.9759
sp|O00400|ACATN_HUMAN	31250.972	71208.07	57485.84	48900.982	45458.001	40665.976	62915.919	63834.98	30580.011	58977.15	30550.997	40533.995	23200.068	34159.95	17861.017	21777.958	16461.003	49070.932	78723.756	58863.937	47838.106	50791.87	34837.01	30091.967	101317.046	91494.07	72647.12	56859.081	54630.17	37399.001	29989.976	75253.104	52297.089	66206.971	39688.954	51044.974	26321.047	91519.49	47084.894	29316.013	58736.937	36707.009	60438.858	59621.988	32077.966	44346.035	82680.88	52314.002	46457.11
sp|O00410|IPO5_HUMAN	176848.03	711321	321424.07	307788.06	434178	550556.97	156875.93	235342.76	356339.67	302898.66	272963.05	157753.36	111751.017	178000.01	220525	101720.991	132434.93	503739.41	537640.8	521968.3	274632.19	484061.85	568766.11	353429.9	439384.5	334373.28	498304.67	248524.43	386963.69	482917.97	259823.67	514556.33	445614.68	320481.82	347694.8	273805.1	299230.21	409556.62	328510.03	164866.82	472107.06	444795.75	399219.85	475725.8	193939.96	296495.11	371426.11	401296.82	354224.08
sp|O00411|RPOM_HUMAN	15821.046	44043.092	49309.026	41762.071	62082	31404.924	42441.032	23854.948	26797.982	38451.011	6609.031	20482.963	7350.049	39272.99	25598.055	19404.059	21776.024	59002.209	61949.16	64424.064	29482.068	63488.91	47155.993	48247.987	85185.18	43902.916	33536.967	35623.018	63172.95	17360.997	23367.971	85541	40892.949	35863.05	47125.027	32345.011	8059.946	54815.933	40898.959	39477.99	28796.94	34089.027	71143.895	76725.03	29877.0296	67483.05	14773.026	31950.047	15969.03
sp|O00422|SAP18_HUMAN	6000.003	19716.053	11155.0528	3964.019	6598.9602	5854.999	3706.984	4542.998	7926.9862	8608.027	3095.0028	1591.994	3513.993	7040.99	NA	3905.022	8887.009	9372.9852	13542.99	12978.999	9504.9861	10511.98	13019.01	8212.0012	26279.035	NA	12032.96	10722.014	10008.97	5022.0088	7231.981	18229.99	13247.023	8995.959	9530.025	11727.948	7407.0133	11152.018	9792.991	6505.001	10400	11776.04	12702.024	15124.008	7860.988	14520.027	14071.029	10769.95	10475.9759
sp|O00423|EMAL1_HUMAN	66863.99	116838.88	66253.03	89870.99	68301.04	65116.98	80149	70889.9	74829.04	94623.99	58606.92	26633.998	40338.028	68902.03	26249.059	26952.023	32618.939	96730.98	116044	122728.07	52774.052	93226.13	120547.05	38817.974	160387.91	111148.823	104211.11	68625.88	99403.97	47669.92	55985.879	139752.99	112807.02	102826.84	69102.81	93190.16	52096.98	102006.08	73791.004	59185.962	112746.94	92017.98	104300.008	121521	35661.01	90550.09	83482.872	100291.05	78942.02
sp|O00425|IF2B3_HUMAN	4947.972	NA	16790.97	NA	5729.994	6907.996	48128	NA	NA	NA	3403.013	NA	4781.004	NA	NA	3481.007	NA	18155.98	NA	23315.1	4143.015	11437.963	12589.02	NA	NA	NA	61162.91	NA	NA	NA	NA	4612.966	24498.94	21594.95	9761.99	13259.983	NA	NA	6294.005	NA	NA	11015.98	18809.09	NA	NA	NA	NA	NA	6552.95
sp|O00429|DNM1L_HUMAN	428565.1	1277205.2	511353.6	432644.8	415251	439956	848014.8	373129.7	302201.06	405565.6	443877.9	283094.55	202002.72	283591.11	261209.13	195198.97	239164.12	843976.5	604472.8	639252.3	325606.01	647692.4	1208460.6	382139.42	859651	703850.9	881761.8	467160.1	531449.4	407678.06	300105.88	602168.1	574194.3	583408.2	490805.5	768673	320224.77	682534.8	374766.8	338911.33	556535.9	922883.4	663208.5	690939.8	273135.6	515752.6	441815	668840.7	424122.9
sp|O00442|RTCA_HUMAN	1959.031	9712.989	19649.944	NA	1945.008	2574.027	2020.002	NA	4527.0195	4617.979	NA	NA	NA	NA	3446.019	5006.975	961.0053	9388.007	2117.014	7524.992	NA	8082.953	3385.005	11325.947	10033.08	NA	5297.007	13623.005	12476.015	NA	4180.9763	9773.97	9082.005	1662.0123	10423.987	4566.9857	3143.0368	2279.979	10297.985	2210.005	2414.004	1379.007	12674.022	88069.962	2494	7001.002	1705.9765	NA	NA
sp|O00459|P85B_HUMAN	NA	64296.96	32925.98	22565.98	33802.96	21851.03	36822.0567	24184.044	37960.899	30396.977	20282.951	14695.042	15482.005	18707.94	14761.006	17010	15214.996	41752.0509	29230.944	49765.96	21841.968	29763	76966.96	21509.032	33924.9645	52371.92	55110.95	8026.952	48055.973	14452.012	28471.93	11399.97	37233.041	50589.0222	16397.039	35423.054	22819.96	29605.01	26936.088	16718.046	51338.1	31233.1427	25269.9495	38286.9134	13316.02	33971.9523	38578.05	38806.995	10131.94
sp|O00462|MANBA_HUMAN	NA	6067.003	4775.007	6625.006	5105.98	8818.998	6310.028	8639.0281	7513.012	6511.008	2011.0184	NA	922.9904	2856.968	729.9892	1577.0139	2606.9918	7223.018	6709.9834	7725.013	808.0015	3020.014	13267.023	NA	9528.036	2858.9698	6088.021	4182.992	3528.989	NA	2568.985	4141.014	4588.0136	4753.974	3454.019	2093.003	NA	2993.02	1452.001	4135.0166	2430.0022	4770.9898	9014.0237	7504.0253	3804.02	NA	7175.9768	6074.01	4714.9896
